,csrf_token,viewer,viewer_id,country_code,language_code,locale,device_id,browser_push_pub_key,key_id,public_key,version,is_dev,rollout_hash,bundle_variant,frontend_dev,id,shortcode,height,width,gating_info,fact_check_overall_rating,fact_check_information,sensitivity_friction_info,media_overlay_info,media_preview,display_url,accessibility_caption,is_video,tracking_token,tagged_users,caption,caption_is_edited,has_ranked_comments,comments,comments_disabled,commenting_disabled_for_viewer,timestamp,likes,location,viewer_has_liked,viewer_has_saved,viewer_has_saved_to_collection,viewer_in_photo_of_you,viewer_can_reshare,video_url,has_audio,video_view_count,username,full_name,upload_date,hashtags
37,WAH7WYOMaTMbYVWUJ2hU9IPmMDdLFBj5,,,US,en,en_US,0F76E211-6848-492A-A27F-792FC9C33F3A,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,c1f,2446237487254706512,CHyyAiwD5lQ,360,640,,,,,,ACoXhsoFuUSPOGjJf6gn6dq0H00D59x+XJ6eo/8ArVz0Mz2zh1+8Djnkc8fyrSGrTMQpK7SSD8vbFGtgtqRIVKknqBnr74/D+VXLbT/tCrNnGQR+uM/pWRI4VmGOoA4PGO1W4dQnhQIhUKAcAjPf1p3C1i/PYR26s7HdvAQAkLz2wfWubOAcHtWhdXU9yAHKkKcgAY5xjP4dqoHA4PX600xEhYMoA6gg/lTCSDgdc0UVJQ8kkknr3+tO+/wOvT8aKKQMc+4Elu/+FNaymJJC9T6r/jRRTA//2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/126311530_660772297929470_6937038897933054615_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=DWOyfB00AYUAX8sPCCN&tp=1&oh=4c31bbabbee8c0c2b7844d4b62242923&oe=5FDC7DC5,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiOGY2Y2YyYjNkY2I4NDQ2Njk2MTEwMzA0ZDA1ZWYyZTkyNDQ2MjM3NDg3MjU0NzA2NTEyIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,8568,False,True,1605834270,314206,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/126148892_682502985986636_4908437645016633686_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=RPaOT36rvVsAX_vh0zi&oe=5FDC6751&oh=537dc21feba39b85572fe5fd0746d34c,True,2258908.0,realdonaldtrump,President Donald J. Trump,2020-11-19 20:04:30,[]
38,utYu9L0qRzu51aqtw8oF1yQLf1oRQyf2,,,US,en,en_US,0C057383-3C51-4902-814A-192F61B35DCD,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2444692970695367913,CHtS03nMRzp,812,1080,,,,,,ACofrE5UoeRn/P8AkVVbdGcoF+vf9asvCV5U/LjP/wCqot5YZ688n0/z6U4tW0LaIkmlzyM/pV15lUBtwHXjv0qqeR35H5VAYu4OSa0v5mbgjTWbPIPFH2n3H5msjBXPUZ4/OneS/wDk02yOVmlG/QZyD/L/ADxVWRMMQuRz1/z1FTBCpyPuZyv09P8APpUhYZx2/GuVe7qup0blLv8A4f0qREMhI6bep7D645/p6054gFOPqf8A61V0do2yCQegI/z6Vad9UGxdlhmVPL2LlSCHHBIPQDPr71n7j61bW8kH3sMOuD37En3HaoGMRJJTn6//AF6r1JP/2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/125898842_2634623530181002_1999169424804671358_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=oPshgtLO1UYAX-SNTk5&tp=1&oh=956937306138e9b4c1e0a90a5c870d24&oe=6003713D,"Photo by President Donald J. Trump in The White House. Image may contain: one or more people, crowd, tree and outdoor. THANK YOU!!!!",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDg1N2YxODlkNmRlNDFjNjg3Y2Q3NDE5NTE4OGRjYmMyNDQ0NjkyOTcwNjk1MzY3OTEzIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,58798,False,True,1605650133,1735824,Information icon.,False,False,False,False,True,,,,realdonaldtrump,President Donald J. Trump,2020-11-17 16:55:33,[]
39,PXualjVidhaPW1iWAQPuzSHtn6UgI4O8,,,US,en,en_US,904F6827-A745-4E55-B4C9-97EBBDFF5967,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2444687046744305032,CHtReqgMW2I,894,1080,,,,,,ACoi3ZhOSPJKAd92f0xTismepx+FDlgTgt+ABFN3Njq3/fIoAdtkP8RH4CphVfc3q3/fIpdzYz83/fI/OgCxRUaNng5yO5GKkoAruPm/+yI/Sm45zjn/AH6V8bu2f90k/nTVwf7v/fJoAXr/APt0Y9v/AB+lwP8AZ/75p3lnvt/75/8Ar0ALGecY/wDHs1NUSxkHPH4CpaACiiigAooooAKKKKAP/9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/125798807_3948879671866219_6739303472937379875_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=W_XK5ju0dkMAX9XeZ_J&tp=1&oh=c9006444c7e4ffdbfa8bff2a25165d57&oe=600496B1,"Photo by President Donald J. Trump on November 17, 2020. Image may contain: text that says 'Elections Canada @ElectionsCan_E Elections Canada does not use Dominion Voting Systems. We use paper ballots counted by hand in front of scrutineers and have never used voting machines or electronic tabulators to count votes in our 100- year history. #CdnPoli'. THIS SAYS IT ALL!",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNWYxOGI4N2FjZWJlNGYyYThlZTEzOWNkYTcwZTIxYzAyNDQ0Njg3MDQ2NzQ0MzA1MDMyIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,22503,False,True,1605649427,827206,Information icon.,False,False,False,False,True,,,,realdonaldtrump,President Donald J. Trump,2020-11-17 16:43:47,[]
40,apu3RU67YLb1OJ4JrsLm751gOJ0utIGD,,,US,en,en_US,2641CEC0-6B83-416D-8021-B4EF0F22FE6B,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2442497258924505883,CHlflDrD3sb,405,750,,,,,,ACoWVY45Uw5AxgjnHY1AyxxfKh+vOearLKJJMP0PpgYqZ7ULwGBzyMHIPryOn0wfrSsy7rcuz3STp5YO3Bzn8arm6IK7ScA5OO444qEWwGNzAZ9c/wBKnewCgMHVgf7tSOyHy3SPKznGOMZHtUf2hTz/AE/+tVN4tpxhm9zgD9M1Hg/3R/49/jQFioRnJp6ysoABPuOn+eKKKszRr7ENv5iqEJI6devr1qqWK8nn3HBoorN7mq2LImAH3QeMc9frVbzDRRS3DY//2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/125460414_1318647415162128_1616442451164582873_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=gze4loMBYUYAX-xKeQE&tp=1&oh=ae5b33a2b6dda6ea24a1ba3aae9f830f&oe=5FDC9D0F,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiYzdlMTQwN2JlZGU2NGY2OTk5OGFhZGVmODNmMmYwNzIyNDQyNDk3MjU4OTI0NTA1ODgzIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,25582,False,True,1605388427,663185,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/125826520_407901640241443_7527320078381613013_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=rhsjxEod6C8AX9I_3TC&oe=5FDCDD66&oh=a599c151d4297d03c7cb0814843c6720,True,5672339.0,realdonaldtrump,President Donald J. Trump,2020-11-14 16:13:47,[]
41,AWFWFbyal7iN6LsgrM4eFTsA0tVpsMOH,,,US,en,en_US,5292D69B-20E8-474D-BB06-98608A5FC3B4,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2442322182512250978,CHk3xXDsxBi,1078,1080,,,,,,ACop00v4tuC23sCeAfp7e9LJIqHHr6e/f0rmWdJH3NkL6D+nenC7ZnGThVG0D/Z6fn3qOXmVuxd7O5vxSrCHYHcM7vTGRTkvi77QpGMZz2z/AFrnprhlO3JK5/Hj/wDVU0rGCbO7IdVZSB2PTj8/xos0N2v8zUjvo4VAbJLMcAfXue1XRcKRkKefp/jXLtKXLMMsUI2kAYxnJ3D+ZoF7Jj7x/T/CmlcTIEjfG4cjrURxk9iD0qxHIRUUq7jlevJ9PTGK0a5dTOLcrp7309CSKPzSd2MLtyDkZ5/nj8akRGSceiHgE5+UcYz6dqZhpCGkOTwceg7596lH3srkck5IOPzrJyujVRERiPOxxkH+f+Gao1aMb7iVUvnnIz/k+9USSOOlUiZFmJ9nPerqXCHhgGOB1+v0/P8AAVnCnx/fFWzOO9jTKxAggY/E093VhtwMfj+vr71XNJWZpcteaMYHHGOpqHfUT/dP0pB0oA//2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/125008007_133381618176101_8385166995951348191_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=iG-AQYtFD-8AX9LksUg&tp=1&oh=a0c3c6c853853964b5ac0dd848dea54c&oe=60026B23,"Photo by President Donald J. Trump on November 14, 2020. Image may contain: 6 people, wedding, text that says 'Happy PRESIDENT DONALD J. TRUMP Divali'.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiM2I3NzFmZDc3ZDczNGZjYmJkZmQ1Y2NkZDZlNTViYWQyNDQyMzIyMTgyNTEyMjUwOTc4In0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,34985,False,True,1605367513,1435292,Information icon.,False,False,False,False,True,,,,realdonaldtrump,President Donald J. Trump,2020-11-14 10:25:13,[]
42,tRFPHQNQE3ywklpZJQY1TQzz25aiafNY,,,US,en,en_US,50104D71-D546-43CF-8882-34BB879EBDAF,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2441805204670097554,CHjCOV7D6iS,853,480,,,,,,ABcqw1yxwKtrDkd8/wCe1MtFG7Ppj9a0t5A6VDdjRK5kSDYcZyf0oqa4ALc5/DrRTJI7Zipx1B6n6Vp5/i7VlxP5bBvQ8/Tv+lbZt4g2RnbjOP16+lNxuOMraGLKzO5wD+FFMdtzFvUk0U7E3LUdqG6sQPpn/CrxO2MIp3HGAenHP9DVDaPSngDafwo+Y7+S/H/MaYCQF7D6f5/Cim7R6UUfP8v8g5l/Kv8Ayb/M/9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/124859203_755804565004706_4991648364366948291_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=A6a_po1fMaQAX9QLIGn&tp=1&oh=7ca55f8abaf29551510cf1d8917d7a82&oe=5FDC96E9,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNmQzOGQ2ZGEwZGFiNGM1NDhhOGYyMzJhYjIzYTJjNmEyNDQxODA1MjA0NjcwMDk3NTU0In0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,23214,False,True,1605305954,503900,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/10000000_807503136753392_8686591819360406689_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=PywCA3rXLYoAX9-YlFP&oe=5FDC814E&oh=b5569d356b7eb3609579ac669e7c5de5,True,4673137.0,realdonaldtrump,President Donald J. Trump,2020-11-13 17:19:14,[]
43,kA49s6YsXa9lFrRnS2i5iXPaHVJdCDWw,,,US,en,en_US,59CBB8E8-59B0-4EF0-96FC-474FC10B2874,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2441803557533276742,CHjB2X6DlpG,360,640,,,,,,ACoXrWz4YrgE889+v8qA+6U8AYz0HX60y2/1h+h/nUMjESEKcHJ5o8/Mtvf0LewCQMO/X8qaP9f6f/qqp5hbAHB9c1NE2ZeTk+v4e1P/ADFff0sPbPnj8P5VOetQP/rx+FWT16VS6+opdPQghuI0GSPm5/X8P55qYXMJPzKPyBP6rRRUbiuS+ZD12/8Ajq/4VF9pjU/KoHvgA/otFFFgv5EbSIxyTgk+h49Pyp56/wD16KKqKEz/2Q==,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/125470333_1501758346693973_1515090591422600876_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=7NeH95SLrbYAX_9Jku-&tp=1&oh=f9fd4317cad2dac0957a2be29f42bb16&oe=5FDCA6BB,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMDgzZGNjYWZjNDMxNDFiZDllYmYzN2I2YTRmZDdhZWUyNDQxODAzNTU3NTMzMjc2NzQyIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,7956,False,True,1605305697,312916,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/124854127_652872535359995_5764819787599099869_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=GV9WQcNU5gYAX9Op8lW&oe=5FDC80A1&oh=b3ec9219298fb24c3963129eee8ded88,True,2552167.0,realdonaldtrump,President Donald J. Trump,2020-11-13 17:14:57,[]
44,7jqreupcIYSdNToEdW8nHxJx9S67h774,,,US,en,en_US,3F879FD2-845F-474B-B114-0A1C7F3A2A59,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2441802701458983364,CHjBp6oDUnE,360,640,,,,,,ACoXSV9ucgFcgNxyB2PuKidmGHUA4JVwB1x/9bpSznZJnGQRyPUdx+HUVXaQxHCHnjP1GR+oo3Zd7L+v6/pFoLGUAXJ6lTnpn09vY0zG/wBvMyCPR1/xqOI/JnP97j6AEfmT+lNR/MJHRj8wx/eXv+Ip2Y7/AI/5/wBP5DwSy8/xDcp9GXqPxxSlYX+Y9+fzpiuDuA6H5h7MOf1GRUhtY3O4HAbkfjS38x6d2vT+v6dyxLMiPlgGK84PSozcwu2SoH0H+IoopsyTF8+D0P5ChLqNGyEU+mR0/IUUUreYXId6E5BC5PQA9z9O1RtGpJwCB9aKKVkNNrqf/9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/124713423_1294860460859751_1177826887479848131_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=WaGpRORsd8wAX981DIO&tp=1&oh=63bc30d5015ea36393c423544cd7942d&oe=5FDCE13E,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZmJiMWFjNDA5OTFjNDhjMzg4Y2NhODUwMjlmNTUwZDIyNDQxODAyNzAxNDU4OTgzMzY0In0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,8327,False,True,1605305611,308286,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/124979383_1730320587145737_3467648499784752841_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=swTgI5suqZUAX8vdL4X&oe=5FDC9E4B&oh=4ad70d9a1b76baf30df8dbf131eec06d,True,1897146.0,realdonaldtrump,President Donald J. Trump,2020-11-13 17:13:31,[]
45,w17yV1R5pgciRzCJaBlRP9USCO8gmk5y,,,US,en,en_US,401BD9E3-8760-4890-82A5-17B9DCB3E818,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2441802301867775000,CHjBkGej1QY,360,640,,,,,,ACoXsMcKfp/n61RY7ugGR1UdwTzj26EfU1fYZBHtWM8m0AdCOM98en607alJ2TLZClQck9MnHT0P1Xv6im85578n/ZOcEj6MAfoag83Ef+1nrnqOc/zFKJB8p9Rz+WD+Yx+NJqxSZdtu/oefp6j8Dmpj1qK3HJ9wM/X1/EYNTHrVIyluMacRt647duneoGuImbLIF+gz/MUUUhp+QvmxY6foP8KEuY1JOxW+o6fhiiilYL+SED55DbcnOBnjJq2SM0UVSViWf//Z,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/124712010_402909834184304_3451548387881820522_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=2uC5m5xGeJ4AX_5LnhY&tp=1&oh=b93bc77e1228159a0915ed073a62347d&oe=5FDC7AD9,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiZTA3MTgwNWZkZDgyNDQ1MmI4NjQ2MzI2YWE0OTI1ZDkyNDQxODAyMzAxODY3Nzc1MDAwIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,15885,False,True,1605305609,486773,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/125185627_3205594356216239_4476766586842040953_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=eZcnaL2p4qIAX88T05T&oe=5FDCAFA1&oh=f572f46526a651a9772190e3e1637867,True,2916817.0,realdonaldtrump,President Donald J. Trump,2020-11-13 17:13:29,[]
46,zv7YJFlJuEQxNOAf4MpFzaZLZeiVmcyV,,,US,en,en_US,82CCE8FF-5129-425B-954C-FA1C7186268F,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2440264704834104035,CHdj9Hpj2rj,421,750,,,,,,ACoXyo13HPvirLLtQEHHaoImCr+NSKjTDd0QHA9/89/y9aRQ0Iz85468/wBaUq69fqDWhdIVYqT0A6D2FMuYmRUzjO3igCGMNtzyfak3N/lTQrMqHFJvH90/m3+NAirgdO/r3x7VeicFdo6DFFFJMDeaFH+8ASe/eqGofeX6GiirEUI+h9eKUsPSiigD/9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/124028359_846835216145250_6651569101169527986_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=iFz3tBb5T7wAX-Os918&tp=1&oh=f1eb104c656ea21511d44e802b35e49e&oe=5FDC8037,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMTMwOTllYjZjOTQwNGNlMzliYjliNDQ0NjMzODExZDAyNDQwMjY0NzA0ODM0MTA0MDM1In0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,18231,False,True,1605122297,503375,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/125191936_1350688458603681_1171216481114469628_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=SMjDaFCkrp0AX_1lU69&oe=5FDC79F6&oh=44a926e7c1455dc165500b948811f178,True,2571362.0,realdonaldtrump,President Donald J. Trump,2020-11-11 14:18:17,[]
47,56HTOT05jlTAyE17MrGaygQmiEjCpv3P,,,US,en,en_US,724AD9C2-E1B2-4F11-9EF0-2A9216C84BFC,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2440140022674082384,CHdHmwVs8pQ,1080,1080,,,,,,ACoqwAcmpAyjt+vX8MVpssaAR43ZxxjP09/x7CqtzAkIwM5yflPJAH5f54qRWI94xgg9f89qkRkHUEY9D/8AWqBMZwe9XzEtsdzkAKeGGeTjI6dPxpBa5FJDtG5gyhumRgfr/KquxvUfnWxdTrPHkHO7kA9sdzn8h3P0rLEa+p/L/wCvRsDVnYtzMeDnCkZ5GOnGAevPTsPWq8rEqpXBHfgD6D39/wBadKAoXPOBj6k/09CO1RRAS8fdOT9Oe2O1MZWb19DWnLIJoQSOuO47HGPXjnt0qA2no35iqpXy2IPUcVSVw2JZZd4x2FXktY2UMepAJ5bv+NZRbiteMHYMY6Dv7fSqYInidAAHUEg+gIxj37g9PbNLE6qMMAcAAHC9dxJP4qQPwqvSVBRfNxF3Qev8PpjH0759e3eo2eBmB2gYLZ4XuOOvUj349qoyAFTmqQoEW5rqFQY1jAI3AE7TyTwfw5A68Y9KlUBQBzwMd6yX+9WrTYI//9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/124684003_381571269751876_3116851956751886747_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Hc_s9XgqkA0AX_OF1Tw&tp=1&oh=e1d8734d369d15dfc93ec727f828071f&oe=6004B979,"Photo by President Donald J. Trump on November 11, 2020. Image may contain: 1 person, text.",False,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiMzkxYjlhNmQ3ZGFhNGRjY2IwMDcwZWQ0NDZmODFiOWIyNDQwMTQwMDIyNjc0MDgyMzg0In0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,43867,False,True,1605107380,1902139,Information icon.,False,False,False,False,True,,,,realdonaldtrump,President Donald J. Trump,2020-11-11 10:09:40,[]
48,lLquJ0UE5mxfnvRjd6xz4GKx3m47cT3p,,,US,en,en_US,CABF2B85-2881-4EC6-8566-714E97F35DF2,BIBn3E_rWTci8Xn6P9Xj3btShT85Wdtne0LtwNUyRQ5XjFNkuTq9j4MPAVLvAFhXrUU1A9UxyxBA7YIOjqDIDHI,135,fb24c16e06499cb8c237c316779504af0bd28615da04de02fefb3477cb124531,10,False,90a6d6e2692d,es6,prod,2439822417549126833,CHb_Y_hDOyx,853,480,,,,,,ABcqyQCTgdTVw2D7d2Rn0/8Ar1ViOGFavnZG3/PvVzk4tWFCKd7mPRTjyxx6mitTIFGSPrWtHEJH2gkqoLNz2x/WoLS2YSr50blP909exPsP/r1Z2PG8nlo+1lZVOD/h0z07/UdMHqzZOyMfbj2oqwbWb+4//fJoq+ZkWNQSw4wdwLY7n+eP/wBdIZYwSPmIPfcc9vb2/wA5rHAFPUDH51mzRGg0ynjYxA4++R/T9aKpMBsH1/pRSt5/l/kO6/lX4/5n/9k=,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/124184641_204288544653609_4438634105881839783_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=t7IoXKxoTS8AX-Mz8Qm&tp=1&oh=c3afeb88437ae4519a5abf47257ee4a5&oe=5FDCE1CB,,True,eyJ2ZXJzaW9uIjo1LCJwYXlsb2FkIjp7ImlzX2FuYWx5dGljc190cmFja2VkIjp0cnVlLCJ1dWlkIjoiNjdhMThhMWE0YmUxNGNhMThmMmRhZTUyNGE2MDViMWIyNDM5ODIyNDE3NTQ5MTI2ODMzIn0sInNpZ25hdHVyZSI6IiJ9,[],"Joe Biden is the projected winner of the 2020 US Presidential Election. (Sources: Reuters/NEP/Edison, others)",False,False,42659,False,True,1605070419,883752,Information icon.,False,False,False,False,True,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/10000000_422554662464963_6566517946788294606_n.mp4?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=xL5U7YbIqWQAX8W3HPN&oe=5FDC71AA&oh=5bc2752658886510a2ef623ea48d8f73,True,9019295.0,realdonaldtrump,President Donald J. Trump,2020-11-10 23:53:39,[]
